address,bytecode,reentrancy-eth,suicidal
0x93c32845fae42c83a70e5f06214c8433665c2ab5,6080604052600436106100615763ffffffff7c01000000000000000000000000000000000000000000000000000000006000350416633fe43822811461006d57806365f3c31a146100785780637731cd2a14610083578063c2808d1a146100ca575b61006b60006100f1565b005b61006b6004356101e3565b61006b6004356100f1565b34801561008f57600080fd5b506100b173ffffffffffffffffffffffffffffffffffffffff600435166102f1565b6040805192835260208301919091528051918290030190f35b3480156100d657600080fd5b506100df61030a565b60408051918252519081900360200190f35b336000908152602081905260409020600181018054340190554282116101175742610119565b815b8155600154604080517f4c2f04a400000000000000000000000000000000000000000000000000000000815233600482015234602482015260606044820152600360648201527f50757400000000000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b1580156101c757600080fd5b505af11580156101db573d6000803e3d6000fd5b505050505050565b33600090815260208190526040902060025460018201541080159061020c575081816001015410155b80156102185750805442115b156102ed5760405133908390600081818185875af192505050156102ed5760018082018054849003905554604080517f4c2f04a40000000000000000000000000000000000000000000000000000000081523360048201526024810185905260606044820152600760648201527f436f6c6c656374000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b1580156101c757600080fd5b5050565b6000602081905290815260409020805460019091015482565b600254815600,1,0
0x941d225236464a25eb18076df7da6a91d0f95e9e,6080604052600436106100615763ffffffff7c010000000000000000000000000000000000000000000000000000000060003504166311bcd830811461006357806327e235e31461008a5780639ffa0711146100b8578063ed21248c146100c3575b005b34801561006f57600080fd5b506100786100cb565b60408051918252519081900360200190f35b34801561009657600080fd5b5061007873ffffffffffffffffffffffffffffffffffffffff600435166100d1565b6100616004356100e3565b6100616101fd565b60015481565b60006020819052908152604090205481565b336000908152602081905260409020548111801590610103575060035443115b156101fa5760405133908290600081818185875af192505050156101fa57336000818152602081905260408082208054859003905560025481517f4c2f04a400000000000000000000000000000000000000000000000000000000815260048101949094526024840185905260606044850152600760648501527f436173684f7574000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b1580156101e157600080fd5b505af11580156101f5573d6000803e3d6000fd5b505050505b50565b6001543411156102e7573360008181526020819052604080822080543490810190915560025482517f4c2f04a40000000000000000000000000000000000000000000000000000000081526004810195909552602485019190915260606044850152600760648501527f4465706f736974000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b1580156102ca57600080fd5b505af11580156102de573d6000803e3d6000fd5b50504360035550505b5600,1,0
0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b,6080604052600436106100825763ffffffff7c0100000000000000000000000000000000000000000000000000000000600035041663303b9379811461008e5780633fe43822146100bc5780635daa87a0146100c7578063640d3017146100dc57806365f3c31a146100f45780637731cd2a146100ff578063c2808d1a14610146575b61008c600061016d565b005b34801561009a57600080fd5b5061008c73ffffffffffffffffffffffffffffffffffffffff6004351661025f565b61008c6004356102c3565b3480156100d357600080fd5b5061008c6103d2565b3480156100e857600080fd5b5061008c600435610409565b61008c60043561016d565b34801561010b57600080fd5b5061012d73ffffffffffffffffffffffffffffffffffffffff60043516610436565b6040805192835260208301919091528051918290030190f35b34801561015257600080fd5b5061015b61044f565b60408051918252519081900360200190f35b33600090815260208190526040902060018101805434019055805442830111156101975742820181555b600254604080517f4c2f04a400000000000000000000000000000000000000000000000000000000815233600482015234602482015260606044820152600360648201527f50757400000000000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b15801561024357600080fd5b505af1158015610257573d6000803e3d6000fd5b505050505050565b60025474010000000000000000000000000000000000000000900460ff161561028757600080fd5b6002805473ffffffffffffffffffffffffffffffffffffffff191673ffffffffffffffffffffffffffffffffffffffff92909216919091179055565b3360009081526020819052604090206001805490820154108015906102ec575081816001015410155b80156102f85750805442115b156103ce5760405133908390600081818185875af192505050156103ce576001810180548390039055600254604080517f4c2f04a40000000000000000000000000000000000000000000000000000000081523360048201526024810185905260606044820152600760648201527f436f6c6c656374000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b15801561024357600080fd5b5050565b6002805474ff0000000000000000000000000000000000000000191674010000000000000000000000000000000000000000179055565b60025474010000000000000000000000000000000000000000900460ff161561043157600080fd5b600155565b6000602081905290815260409020805460019091015482565b600154815600,1,0
0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8,6080604052600436106100775763ffffffff7c010000000000000000000000000000000000000000000000000000000060003504166327e235e38114610081578063303b9379146100c15780633fe43822146100ef5780635daa87a0146100fa578063640d30171461010f578063c2808d1a14610127575b61007f61013c565b005b34801561008d57600080fd5b506100af73ffffffffffffffffffffffffffffffffffffffff60043516610219565b60408051918252519081900360200190f35b3480156100cd57600080fd5b5061007f73ffffffffffffffffffffffffffffffffffffffff6004351661022b565b61007f60043561028f565b34801561010657600080fd5b5061007f6103b9565b34801561011b57600080fd5b5061007f6004356103f0565b34801561013357600080fd5b506100af61041d565b3360008181526020819052604080822080543490810190915560025482517f4c2f04a40000000000000000000000000000000000000000000000000000000081526004810195909552602485019190915260606044850152600360648501527f50757400000000000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b1580156101ff57600080fd5b505af1158015610213573d6000803e3d6000fd5b50505050565b60006020819052908152604090205481565b60025474010000000000000000000000000000000000000000900460ff161561025357600080fd5b6002805473ffffffffffffffffffffffffffffffffffffffff191673ffffffffffffffffffffffffffffffffffffffff92909216919091179055565b60015433600090815260208190526040902054108015906102bf5750336000908152602081905260409020548111155b156103b65760405133908290600081818185875af192505050156103b657336000818152602081905260408082208054859003905560025481517f4c2f04a400000000000000000000000000000000000000000000000000000000815260048101949094526024840185905260606044850152600760648501527f436f6c6c656374000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b15801561039d57600080fd5b505af11580156103b1573d6000803e3d6000fd5b505050505b50565b6002805474ff0000000000000000000000000000000000000000191674010000000000000000000000000000000000000000179055565b60025474010000000000000000000000000000000000000000900460ff161561041857600080fd5b600155565b600154815600,1,0
0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12,6080604052600436106100615763ffffffff7c010000000000000000000000000000000000000000000000000000000060003504166311bcd830811461006357806327e235e31461008a5780639ffa0711146100b8578063ed21248c146100c3575b005b34801561006f57600080fd5b506100786100cb565b60408051918252519081900360200190f35b34801561009657600080fd5b5061007873ffffffffffffffffffffffffffffffffffffffff600435166100d1565b6100616004356100e3565b6100616101ee565b60015481565b60006020819052908152604090205481565b3360009081526020819052604090205481116101eb5760405133908290600081818185875af192505050156101eb57336000818152602081905260408082208054859003905560025481517f4c2f04a400000000000000000000000000000000000000000000000000000000815260048101949094526024840185905260606044850152600760648501527f436173684f7574000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b1580156101d257600080fd5b505af11580156101e6573d6000803e3d6000fd5b505050505b50565b6001543411156102d4573360008181526020819052604080822080543490810190915560025482517f4c2f04a40000000000000000000000000000000000000000000000000000000081526004810195909552602485019190915260606044850152600760648501527f4465706f736974000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b1580156102bb57600080fd5b505af11580156102cf573d6000803e3d6000fd5b505050505b5600,1,0
0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e,6080604052600436106100615763ffffffff7c010000000000000000000000000000000000000000000000000000000060003504166311bcd830811461006357806327e235e31461008a5780639ffa0711146100b8578063ed21248c146100d0575b005b34801561006f57600080fd5b506100786100d8565b60408051918252519081900360200190f35b34801561009657600080fd5b5061007873ffffffffffffffffffffffffffffffffffffffff600435166100de565b3480156100c457600080fd5b506100616004356100f0565b6100616101fb565b60015481565b60006020819052908152604090205481565b3360009081526020819052604090205481116101f85760405133908290600081818185875af192505050156101f857336000818152602081905260408082208054859003905560025481517f4c2f04a400000000000000000000000000000000000000000000000000000000815260048101949094526024840185905260606044850152600760648501527f436173684f7574000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b1580156101df57600080fd5b505af11580156101f3573d6000803e3d6000fd5b505050505b50565b60015434106102e0573360008181526020819052604080822080543490810190915560025482517f4c2f04a40000000000000000000000000000000000000000000000000000000081526004810195909552602485019190915260606044850152600760648501527f4465706f736974000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b1580156102c757600080fd5b505af11580156102db573d6000803e3d6000fd5b505050505b5600,1,0
0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,6080604052600436106100615763ffffffff7c010000000000000000000000000000000000000000000000000000000060003504166311bcd830811461006357806327e235e31461008a5780639ffa0711146100b8578063ed21248c146100c3575b005b34801561006f57600080fd5b506100786100cb565b60408051918252519081900360200190f35b34801561009657600080fd5b5061007873ffffffffffffffffffffffffffffffffffffffff600435166100d1565b6100616004356100e3565b6100616101ee565b60015481565b60006020819052908152604090205481565b3360009081526020819052604090205481116101eb5760405133908290600081818185875af192505050156101eb57336000818152602081905260408082208054859003905560025481517f4c2f04a400000000000000000000000000000000000000000000000000000000815260048101949094526024840185905260606044850152600760648501527f436173684f7574000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b1580156101d257600080fd5b505af11580156101e6573d6000803e3d6000fd5b505050505b50565b6001543411156102d4573360008181526020819052604080822080543490810190915560025482517f4c2f04a40000000000000000000000000000000000000000000000000000000081526004810195909552602485019190915260606044850152600760648501527f4465706f736974000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b1580156102bb57600080fd5b505af11580156102cf573d6000803e3d6000fd5b505050505b5600,1,0
0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,6080604052600436106100825763ffffffff7c0100000000000000000000000000000000000000000000000000000000600035041663303b9379811461008e5780633fe43822146100bc5780635daa87a0146100c7578063640d3017146100dc57806365f3c31a146100f45780637731cd2a146100ff578063c2808d1a14610146575b61008c600061016d565b005b34801561009a57600080fd5b5061008c73ffffffffffffffffffffffffffffffffffffffff6004351661025f565b61008c6004356102c3565b3480156100d357600080fd5b5061008c6103d2565b3480156100e857600080fd5b5061008c600435610409565b61008c60043561016d565b34801561010b57600080fd5b5061012d73ffffffffffffffffffffffffffffffffffffffff60043516610436565b6040805192835260208301919091528051918290030190f35b34801561015257600080fd5b5061015b61044f565b60408051918252519081900360200190f35b33600090815260208190526040902060018101805434019055805442830111156101975742820181555b600254604080517f4c2f04a400000000000000000000000000000000000000000000000000000000815233600482015234602482015260606044820152600360648201527f50757400000000000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b15801561024357600080fd5b505af1158015610257573d6000803e3d6000fd5b505050505050565b60025474010000000000000000000000000000000000000000900460ff161561028757600080fd5b6002805473ffffffffffffffffffffffffffffffffffffffff191673ffffffffffffffffffffffffffffffffffffffff92909216919091179055565b3360009081526020819052604090206001805490820154108015906102ec575081816001015410155b80156102f85750805442115b156103ce5760405133908390600081818185875af192505050156103ce576001810180548390039055600254604080517f4c2f04a40000000000000000000000000000000000000000000000000000000081523360048201526024810185905260606044820152600760648201527f436f6c6c656374000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b15801561024357600080fd5b5050565b6002805474ff0000000000000000000000000000000000000000191674010000000000000000000000000000000000000000179055565b60025474010000000000000000000000000000000000000000900460ff161561043157600080fd5b600155565b6000602081905290815260409020805460019091015482565b600154815600,1,0
0xcead721ef5b11f1a7b530171aab69b16c5e66b6e,6080604052600436106100615763ffffffff7c01000000000000000000000000000000000000000000000000000000006000350416633fe43822811461006d57806365f3c31a146100785780637731cd2a14610083578063c2808d1a146100ca575b61006b60006100f1565b005b61006b6004356101e3565b61006b6004356100f1565b34801561008f57600080fd5b506100b173ffffffffffffffffffffffffffffffffffffffff600435166102f1565b6040805192835260208301919091528051918290030190f35b3480156100d657600080fd5b506100df61030a565b60408051918252519081900360200190f35b336000908152602081905260409020600181018054340190554282116101175742610119565b815b8155600154604080517f4c2f04a400000000000000000000000000000000000000000000000000000000815233600482015234602482015260606044820152600360648201527f50757400000000000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b1580156101c757600080fd5b505af11580156101db573d6000803e3d6000fd5b505050505050565b33600090815260208190526040902060025460018201541080159061020c575081816001015410155b80156102185750805442115b156102ed5760405133908390600081818185875af192505050156102ed5760018082018054849003905554604080517f4c2f04a40000000000000000000000000000000000000000000000000000000081523360048201526024810185905260606044820152600760648201527f436f6c6c656374000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b1580156101c757600080fd5b5050565b6000602081905290815260409020805460019091015482565b600254815600,1,0
0xf015c35649c82f5467c9c74b7f28ee67665aad68,6080604052600436106100615763ffffffff7c01000000000000000000000000000000000000000000000000000000006000350416633fe43822811461006d57806365f3c31a146100785780637731cd2a14610083578063c2808d1a146100ca575b61006b60006100f1565b005b61006b6004356101e3565b61006b6004356100f1565b34801561008f57600080fd5b506100b173ffffffffffffffffffffffffffffffffffffffff600435166102f1565b6040805192835260208301919091528051918290030190f35b3480156100d657600080fd5b506100df61030a565b60408051918252519081900360200190f35b336000908152602081905260409020600181018054340190554282116101175742610119565b815b8155600154604080517f4c2f04a400000000000000000000000000000000000000000000000000000000815233600482015234602482015260606044820152600360648201527f50757400000000000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b1580156101c757600080fd5b505af11580156101db573d6000803e3d6000fd5b505050505050565b33600090815260208190526040902060025460018201541080159061020c575081816001015410155b80156102185750805442115b156102ed5760405133908390600081818185875af192505050156102ed5760018082018054849003905554604080517f4c2f04a40000000000000000000000000000000000000000000000000000000081523360048201526024810185905260606044820152600760648201527f436f6c6c656374000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b1580156101c757600080fd5b5050565b6000602081905290815260409020805460019091015482565b600254815600,1,0
